ds,yhat,yhat_lower,yhat_upper
2012-08-27,138.03805559431186,129.49857275957763,147.62734319091973
2012-09-03,137.8600997028604,129.62605206158275,146.96698029476158
2012-09-10,137.5902392938434,129.10709888693114,145.56722779916453
2012-09-17,137.44118933358544,129.49030175978635,146.31966835920858
2012-09-24,137.27552255295723,129.20831765218284,146.05294311019887
2012-10-01,136.8202897055513,128.75154476584316,145.34421332335958
2012-10-08,136.11858651767986,127.66329330825232,144.18002736590623
2012-10-15,135.6385204988061,127.03145850904279,143.5176294725217
2012-10-22,135.69548185331166,126.99420714670501,144.53927588376877
2012-10-29,135.92860693409727,127.2563336407317,144.27821800622993
2012-11-05,135.63702267254095,126.81824855365132,144.31781483516568
2012-11-12,134.70625093978913,125.9493726775011,143.12916394651563
2012-11-19,133.95499491822298,125.42553039668907,142.69721394401412
2012-11-26,134.28963497814115,125.71730222028526,143.17556109599133
2012-12-03,135.53947622358547,127.31764297112763,143.630555665304
2012-12-10,136.41397938616004,127.87560865773655,144.8434270010335
2012-12-17,135.80959253008933,127.34750779347755,144.28786847191148
2012-12-24,134.04803137333303,125.39162604535127,142.52099528104986
2012-12-31,132.5812239966806,123.5968654669282,141.61912383726232
2013-01-07,132.43557419145193,123.59669803107874,140.7291717620553
2013-01-14,133.16869177726173,124.76154591921629,141.66424632364215
2013-01-21,133.53981068101535,124.53964001832756,142.3922464621009
2013-01-28,133.07597884843946,124.54207827348587,141.71680350788068
2013-02-04,132.652617842873,124.67290722940946,141.4236239357508
2013-02-11,133.3903758515004,124.60134239964901,142.0675513772958
2013-02-18,135.19294922514885,126.38692299002548,144.80402999173904
2013-02-25,136.68919435562296,127.59806918750068,145.29601046542686
2013-03-04,136.6806172996247,127.50383543006743,145.70014234030273
2013-03-11,135.4298572735644,127.04838507907989,144.36142394949704
2013-03-18,134.27014927769352,125.4848452537786,142.7827758087685
2013-03-25,134.3207928758382,125.53530832189348,142.4678888749927
2013-04-01,135.31714054779312,126.66293458000278,144.2808456722624
2013-04-08,136.2218025066113,127.75274014520048,145.35098698263147
2013-04-15,136.4533439871222,127.31536116736861,145.20243224466248
2013-04-22,136.34476799544518,127.97359545726871,144.79408413958782
2013-04-29,136.47576112692173,127.94855578830939,144.2865970796595
2013-05-06,136.88230577311316,128.64711938538716,145.07154172273314
2013-05-13,137.1214753002321,129.1107326562245,146.01008055064378
2013-05-20,136.96160174393012,128.47132234973338,145.5161004375483
2013-05-27,136.70499713398522,128.2003639990559,145.7284092480136
2013-06-03,136.74107940201148,128.4720071798121,145.02676056897525
2013-06-10,136.98865618028324,128.41731174255932,145.37150376389377
2013-06-17,137.00240609134042,128.599242559725,144.76338473283968
2013-06-24,136.59403227918992,127.8834241115056,144.88350999028012
2013-07-01,136.12244295553128,127.6989708929343,144.8443297859433
2013-07-08,136.0550818043108,127.17693637781386,145.22606108352772
2013-07-15,136.37317206642837,127.41232264685556,145.21460134468492
